URL	Question	Option A	Option B	Option C	Option D	Prompt	GT	gpt4o Response
https://attack.mitre.org/techniques/T1204/003/	Which data source would be most effective in detecting the creation of new containers from potentially malicious images?	Application Log (DS0015)	Command Execution (DS0017)	Container Creation (DS0032)	Image Creation (DS0007)	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which data source would be most effective in detecting the creation of new containers from potentially malicious images?  **Options:** A) Application Log (DS0015) B) Command Execution (DS0017) C) Container Creation (DS0032) D) Image Creation (DS0007)  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T1204/003/	The cyber threat group TeamTNT is known for relying on which of the following methods to execute their attacks?	Injecting malicious code into firmware	Using malicious Docker images	Compromising supply chain software	Exploiting buffer overflows	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** The cyber threat group TeamTNT is known for relying on which of the following methods to execute their attacks?  **Options:** A) Injecting malicious code into firmware B) Using malicious Docker images C) Compromising supply chain software D) Exploiting buffer overflows  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T1134/005/	In the context of MITRE ATT&CK Enterprise, which tool uses the MISC::AddSid module for SID-History Injection?	Empire	Mimikatz	Metasploit	Cobalt Strike	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** In the context of MITRE ATT&CK Enterprise, which tool uses the MISC::AddSid module for SID-History Injection?  **Options:** A) Empire B) Mimikatz C) Metasploit D) Cobalt Strike  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T1134/005/	Which of the following is a mitigation strategy for SID-History Injection according to the MITRE ATT&CK framework?	Using Group Policy Objects	Implementing network segmentation	Cleaning up SID-History attributes after legitimate account migration	Using antivirus software	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of the following is a mitigation strategy for SID-History Injection according to the MITRE ATT&CK framework?  **Options:** A) Using Group Policy Objects B) Implementing network segmentation C) Cleaning up SID-History attributes after legitimate account migration D) Using antivirus software  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T1134/005/	Which of the following techniques is associated with the ID T1134.005 in the context of MITRE ATT&CK?	Access Token Manipulation: SID-History Injection	Process Hollowing: Injected Execution	Manipulation of Writing Permissions: ACL-Busting	Remote Access: Credential Dumping	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of the following techniques is associated with the ID T1134.005 in the context of MITRE ATT&CK?  **Options:** A) Access Token Manipulation: SID-History Injection B) Process Hollowing: Injected Execution C) Manipulation of Writing Permissions: ACL-Busting D) Remote Access: Credential Dumping  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	A
https://attack.mitre.org/techniques/T1078/001/	In the context of T1078.001 Valid Accounts: Default Accounts, which malware leveraged default credentials to connect to IPC$ shares on remote machines?	Stuxnet	HyperStack	Mirai	Magic Hound	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** In the context of T1078.001 Valid Accounts: Default Accounts, which malware leveraged default credentials to connect to IPC$ shares on remote machines?  **Options:** A) Stuxnet B) HyperStack C) Mirai D) Magic Hound  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	C
https://attack.mitre.org/techniques/T1078/001/	Based on T1078.001 Valid Accounts: Default Accounts, what is a recommended mitigation strategy to protect against the use of default credentials?	Encrypting data at rest	Implement Multi-Factor Authentication	Change default username and password immediately after installation	Regular system updates and patches	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Based on T1078.001 Valid Accounts: Default Accounts, what is a recommended mitigation strategy to protect against the use of default credentials?  **Options:** A) Encrypting data at rest B) Implement Multi-Factor Authentication C) Change default username and password immediately after installation D) Regular system updates and patches  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T1078/002/	Which technique ID corresponds with adversaries abusing domain accounts?	T1078.001	T1078.002	T1078.003	T1078.004	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which technique ID corresponds with adversaries abusing domain accounts?  **Options:** A) T1078.001 B) T1078.002 C) T1078.003 D) T1078.004  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	A
https://attack.mitre.org/techniques/T1078/002/	Which detection method involves monitoring remote desktop logons and comparing them to known/approved originating systems to detect lateral movement?	Logon Session Creation	Logon Session Metadata	User Account Authentication	Event Log Analysis	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which detection method involves monitoring remote desktop logons and comparing them to known/approved originating systems to detect lateral movement?  **Options:** A) Logon Session Creation B) Logon Session Metadata C) User Account Authentication D) Event Log Analysis  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	A
https://attack.mitre.org/techniques/T1078/002/	Which adversary group is known to use legitimate account credentials to move laterally through compromised environments?	APT3	APT5	Cobalt Strike	CreepySnail	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which adversary group is known to use legitimate account credentials to move laterally through compromised environments?  **Options:** A) APT3 B) APT5 C) Cobalt Strike D) CreepySnail  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	A
https://attack.mitre.org/techniques/T1078/002/	Which mitigation involves integrating multi-factor authentication (MFA) as part of organizational policy?	User Training	Privileged Account Management	Network Segmentation	Multi-factor Authentication	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation involves integrating multi-factor authentication (MFA) as part of organizational policy?  **Options:** A) User Training B) Privileged Account Management C) Network Segmentation D) Multi-factor Authentication  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	D	D
https://attack.mitre.org/techniques/T1078/002/	What active event code should be monitored in Windows to track Security Logs for user login behaviors?	Event ID 4624	Event ID 4634	Event ID 4627	Event ID 4663	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What active event code should be monitored in Windows to track Security Logs for user login behaviors?  **Options:** A) Event ID 4624 B) Event ID 4634 C) Event ID 4627 D) Event ID 4663  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	A
https://attack.mitre.org/techniques/T1078/002/	Which adversary group leveraged valid accounts to deploy malware by obtaining highly privileged credentials such as domain administrator?	Cinnamon Tempest	Indrik Spider	Magic Hound	Operation CuckooBees	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which adversary group leveraged valid accounts to deploy malware by obtaining highly privileged credentials such as domain administrator?  **Options:** A) Cinnamon Tempest B) Indrik Spider C) Magic Hound D) Operation CuckooBees  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	B
https://attack.mitre.org/techniques/T1078/003/	Which of the following threat actors have been known to use local accounts for lateral movement during the SolarWinds Compromise?	APT29	APT32	FIN7	Kimsuky	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of the following threat actors have been known to use local accounts for lateral movement during the SolarWinds Compromise?  **Options:** A) APT29 B) APT32 C) FIN7 D) Kimsuky  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	A
https://attack.mitre.org/techniques/T1078/003/	APT32 is known to use which type of account for their operations according to the examples?	Domain Admin Accounts	Service Accounts	Local Admin Accounts	SYSTEM Accounts	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** APT32 is known to use which type of account for their operations according to the examples?  **Options:** A) Domain Admin Accounts B) Service Accounts C) Local Admin Accounts D) SYSTEM Accounts  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	B
https://attack.mitre.org/techniques/T1078/003/	Which mitigation involves the implementation of LAPS to prevent the reuse of local administrator credentials?	Privileged Account Management	Password Policies	Monitor Logon Sessions	User Account Permissions	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation involves the implementation of LAPS to prevent the reuse of local administrator credentials?  **Options:** A) Privileged Account Management B) Password Policies C) Monitor Logon Sessions D) User Account Permissions  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	A
https://attack.mitre.org/techniques/T1078/003/	What data source should be monitored to detect multiple accounts logging into the same machine simultaneously?	Logon Session	User Account	Process Monitoring	Network Traffic	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What data source should be monitored to detect multiple accounts logging into the same machine simultaneously?  **Options:** A) Logon Session B) User Account C) Process Monitoring D) Network Traffic  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	A
https://attack.mitre.org/techniques/T1078/003/	Which tool is used by Kimsuky to add a Windows admin account?	Cobalt Strike	GREASE	PsExec	Umbreon	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which tool is used by Kimsuky to add a Windows admin account?  **Options:** A) Cobalt Strike B) GREASE C) PsExec D) Umbreon  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	C
https://attack.mitre.org/techniques/T1125/	Which malware is specifically noted to record the user's webcam in macOS according to the technique ID T1125 - Video Capture?	FruitFly and Proton	Agent Tesla and Cobian RAT	DarkComet and Kazuar	WarzoneRAT and SDBbot	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which malware is specifically noted to record the user's webcam in macOS according to the technique ID T1125 - Video Capture?  **Options:** A) FruitFly and Proton B) Agent Tesla and Cobian RAT C) DarkComet and Kazuar D) WarzoneRAT and SDBbot  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	A
https://attack.mitre.org/techniques/T1125/	Which data source and component combination is suggested for detecting the technique T1125 - Video Capture?	Command Execution and File Creation	Process and OS API Execution	OS API Execution and Network Traffic	Command Execution and OS API Execution	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which data source and component combination is suggested for detecting the technique T1125 - Video Capture?  **Options:** A) Command Execution and File Creation B) Process and OS API Execution C) OS API Execution and Network Traffic D) Command Execution and OS API Execution  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	b	B
https://attack.mitre.org/techniques/T1125/	Which malware from the provided examples can access a connected webcam and capture pictures?	InvisiMole	SDBbot	Derusbi	Pupy	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which malware from the provided examples can access a connected webcam and capture pictures?  **Options:** A) InvisiMole B) SDBbot C) Derusbi D) Pupy  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	D	D
https://attack.mitre.org/techniques/T1125/	How does the technique T1125 - Video Capture differ from Screen Capture in terms of execution?	It uses system resources for video recording	It uses specific devices or applications for video recording	It requires higher privileges	It captures images periodically instead of videos	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** How does the technique T1125 - Video Capture differ from Screen Capture in terms of execution?  **Options:** A) It uses system resources for video recording B) It uses specific devices or applications for video recording C) It requires higher privileges D) It captures images periodically instead of videos  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T1125/	Which malware utilizes a custom video recording capability to monitor operations in the victim's environment?	FIN7	QuasarRAT	jRAT	T9000	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which malware utilizes a custom video recording capability to monitor operations in the victim's environment?  **Options:** A) FIN7 B) QuasarRAT C) jRAT D) T9000  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	D
https://attack.mitre.org/techniques/T1497/	Which of the following malware families has been documented to use anti-virtualization checks as part of Virtualization/Sandbox Evasion (T1497)?	Agent Tesla	S0253 BlackEnergy	APT34	Application	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of the following malware families has been documented to use anti-virtualization checks as part of Virtualization/Sandbox Evasion (T1497)?  **Options:** A) Agent Tesla B) S0253 BlackEnergy C) APT34 D) Application  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	C
https://attack.mitre.org/techniques/T1497/	What is a common method used by adversaries to evade detection in sandbox environments according to T1497?	Overloading sandbox analysis with numerous API calls	Encrypting the payload using RSA	Using DNS tunneling for C2 communication	Exploiting zero-day vulnerabilities	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What is a common method used by adversaries to evade detection in sandbox environments according to T1497?  **Options:** A) Overloading sandbox analysis with numerous API calls B) Encrypting the payload using RSA C) Using DNS tunneling for C2 communication D) Exploiting zero-day vulnerabilities  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	A
https://attack.mitre.org/techniques/T1497/	Which of the following malware samples is known to perform system checks to determine if the environment is running on VMware, as part of the technique T1497?	Bisonal	Black Basta	Carberp	StoneDrill	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of the following malware samples is known to perform system checks to determine if the environment is running on VMware, as part of the technique T1497?  **Options:** A) Bisonal B) Black Basta C) Carberp D) StoneDrill  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	A
https://attack.mitre.org/techniques/T1497/	How can adversaries use sleep timers or loops in the context of Virtualization/Sandbox Evasion (T1497)?	To initiate lateral movement within the network	To disrupt file integrity monitoring	To delay execution and avoid temporary sandbox analysis	To execute ransomware payloads	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** How can adversaries use sleep timers or loops in the context of Virtualization/Sandbox Evasion (T1497)?  **Options:** A) To initiate lateral movement within the network B) To disrupt file integrity monitoring C) To delay execution and avoid temporary sandbox analysis D) To execute ransomware payloads  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T1497/	During Operation Spalax, what technique did threat actors use to evade anti-analysis checks?	Encrypting C2 communications	Just-in-time decryption of strings	Using WMI for persistence	Running anti-analysis checks before executing malware	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** During Operation Spalax, what technique did threat actors use to evade anti-analysis checks?  **Options:** A) Encrypting C2 communications B) Just-in-time decryption of strings C) Using WMI for persistence D) Running anti-analysis checks before executing malware  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	D	B
https://attack.mitre.org/techniques/T1497/	Which of the following is a detection source for identifying Virtualization/Sandbox Evasion (T1497) tactics?	Network traffic monitoring	Command Execution	Behavioral analysis of email attachments	USB device history	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of the following is a detection source for identifying Virtualization/Sandbox Evasion (T1497) tactics?  **Options:** A) Network traffic monitoring B) Command Execution C) Behavioral analysis of email attachments D) USB device history  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	C
https://attack.mitre.org/techniques/T1497/001/	What technique ID corresponds to Virtualization/Sandbox Evasion: System Checks?	T1497.002	T1497.003	T1497.001	T1497.004	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What technique ID corresponds to Virtualization/Sandbox Evasion: System Checks?  **Options:** A) T1497.002 B) T1497.003 C) T1497.001 D) T1497.004  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	A
https://attack.mitre.org/techniques/T1497/001/	Which of the following data sources can be monitored to detect commands that may employ virtualization/sandbox evasion techniques?	Command	Log	Network traffic	File Execution	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of the following data sources can be monitored to detect commands that may employ virtualization/sandbox evasion techniques?  **Options:** A) Command B) Log C) Network traffic D) File Execution  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	C
https://attack.mitre.org/techniques/T1497/001/	What behavior might Astaroth (S0373) use to evade virtualized environments?	Enumerate running processes	Check CPU core count	Check Windows product IDs used by sandboxes	Check MAC address of infected machine	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What behavior might Astaroth (S0373) use to evade virtualized environments?  **Options:** A) Enumerate running processes B) Check CPU core count C) Check Windows product IDs used by sandboxes D) Check MAC address of infected machine  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T1497/001/	Which of these malware samples checks the amount of physical memory to determine if it is being executed in a virtual environment?	EvilBunny (S0396)	Attack (S0438)	Okrum (S0439)	MegaCortex (S0576)	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of these malware samples checks the amount of physical memory to determine if it is being executed in a virtual environment?  **Options:** A) EvilBunny (S0396) B) Attack (S0438) C) Okrum (S0439) D) MegaCortex (S0576)  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T1497/001/	Which tool did Lazarus Group use during Operation Dream Job for VM/sandbox detection?	Vmware tools	Analysis libraries	System checks	All of the above	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which tool did Lazarus Group use during Operation Dream Job for VM/sandbox detection?  **Options:** A) Vmware tools B) Analysis libraries C) System checks D) All of the above  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	D	D
https://attack.mitre.org/techniques/T1497/002/	Which malware is known to use the speed and frequency of mouse movements to determine if a real user is present on the system?	Darkhotel	FIN7	Okrum	Spark	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which malware is known to use the speed and frequency of mouse movements to determine if a real user is present on the system?  **Options:** A) Darkhotel B) FIN7 C) Okrum D) Spark  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	C
https://attack.mitre.org/techniques/T1497/002/	In MITRE ATT&CK technique T1497.002, what kind of user activity might adversaries rely on before activating malicious code?	Network traffic analysis	User login timestamps	Mouse movements and clicks	Firewall settings	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** In MITRE ATT&CK technique T1497.002, what kind of user activity might adversaries rely on before activating malicious code?  **Options:** A) Network traffic analysis B) User login timestamps C) Mouse movements and clicks D) Firewall settings  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T1497/002/	What data source and component can be monitored to detect actions related to API calls meant for virtualization and sandbox evasion?	Process | Network Connection	Network | DNS Query	Logs | SIEM	Data Source | Process | OS API Execution	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What data source and component can be monitored to detect actions related to API calls meant for virtualization and sandbox evasion?  **Options:** A) Process | Network Connection B) Network | DNS Query C) Logs | SIEM D) Data Source | Process | OS API Execution  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	D	D
https://attack.mitre.org/techniques/T1497/002/	Which of the following groups uses a loader that executes the payload only after a specific user action to avoid virtualized environments?	Darkhotel	FIN7	Okrum	Spark	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of the following groups uses a loader that executes the payload only after a specific user action to avoid virtualized environments?  **Options:** A) Darkhotel B) FIN7 C) Okrum D) Spark  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	B
https://attack.mitre.org/techniques/T1497/003/	Which technique is commonly referred to as API hammering?	Avoiding system scheduling functionality	Looping benign commands	Emulating time-based properties	Calling multiple Native API functions	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which technique is commonly referred to as API hammering?  **Options:** A) Avoiding system scheduling functionality B) Looping benign commands C) Emulating time-based properties D) Calling multiple Native API functions  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	D	D
https://attack.mitre.org/techniques/T1497/003/	Which procedure example uses NtDelayExecution for pausing execution?	Clambling	BendyBear	Crimson	Brute Ratel C4	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which procedure example uses NtDelayExecution for pausing execution?  **Options:** A) Clambling B) BendyBear C) Crimson D) Brute Ratel C4  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	D	B
https://attack.mitre.org/techniques/T1497/003/	How does EvilBunny identify a sandbox through time-based evasion?	Using sleep intervals from CPUID	Comparing timestamps before and after sleep	Checking for virtual environment flags	Using file I/O loops to delay process execution	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** How does EvilBunny identify a sandbox through time-based evasion?  **Options:** A) Using sleep intervals from CPUID B) Comparing timestamps before and after sleep C) Checking for virtual environment flags D) Using file I/O loops to delay process execution  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T1497/003/	Which malware example uses the kernel32.dll Sleep function to delay execution for up to 300 seconds?	SVCReady	Clop	DarkTortilla	GuLoader	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which malware example uses the kernel32.dll Sleep function to delay execution for up to 300 seconds?  **Options:** A) SVCReady B) Clop C) DarkTortilla D) GuLoader  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	A
https://attack.mitre.org/techniques/T1497/003/	Which of the following employs a 30-minute delay after execution to evade sandbox monitoring tools?	Okrum	Ursnif	TrickBot	HermeticWiper	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of the following employs a 30-minute delay after execution to evade sandbox monitoring tools?  **Options:** A) Okrum B) Ursnif C) TrickBot D) HermeticWiper  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	C
https://attack.mitre.org/techniques/T1497/003/	How does Clop avoid sandbox detection?	Using GetTickCount function	Disabling system clock Scheduled Task/Job	Calling NtDelayExecution	Using the sleep command	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** How does Clop avoid sandbox detection?  **Options:** A) Using GetTickCount function B) Disabling system clock Scheduled Task/Job C) Calling NtDelayExecution D) Using the sleep command  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	D	C
https://attack.mitre.org/techniques/T1600/002/	Given the MITRE ATT&CK technique T1600.002 on Defense Evasion, which method is primarily used by adversaries to disable dedicated hardware encryption on network devices?	Network Device CLI	Modify System Image	Remote Service Session	Injection of Malicious Code	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Given the MITRE ATT&CK technique T1600.002 on Defense Evasion, which method is primarily used by adversaries to disable dedicated hardware encryption on network devices?  **Options:** A) Network Device CLI B) Modify System Image C) Remote Service Session D) Injection of Malicious Code  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	A
